x,y_lower,y_upper
0.0,0.00011792966041860476,0.00011792966041860476
0.05012531328320802,0.07646044674834385,0.3660049260258753
0.10025062656641603,0.15295037997413333,0.9352644105782336
0.15037593984962405,0.22950001150307475,1.7192343604011464
0.20050125313283207,0.3061004890660029,2.7433516698122395
0.2506265664160401,0.38273983083336016,4.060806450798668
0.3007518796992481,0.45941969778534153,5.759521143170268
0.3508771929824561,0.5361331875368573,7.913482538355789
0.40100250626566414,0.6128762927400532,10.425662154475361
0.45112781954887216,0.689654588463648,12.932693018101057
0.5012531328320802,0.7664603943699101,14.972208753923221
0.5513784461152882,0.8432876100703843,16.278178751577258
0.6015037593984962,0.9201428051577967,16.731484840867534
0.6516290726817042,0.9970252759616862,16.905877160248334
0.7017543859649122,1.07392215512316,17.065134335922377
0.7518796992481203,1.1508542580985086,17.28088722909635
0.8020050125313283,1.2277951423141968,17.559913757431772
0.8521303258145363,1.3047687043263716,17.88491318595081
0.9022556390977443,1.381756050720537,18.245973503291314
0.9523809523809523,1.4587597460496595,18.633614501012616
1.0025062656641603,1.535796159149883,19.043304834412485
1.0526315789473684,1.6128325722501067,19.47024308698426
1.1027568922305764,1.6899030160026425,19.911341078500577
1.1528822055137844,1.766991260107424,20.36367881857307
1.2030075187969924,1.8440795042122058,20.826976098445023
1.2531328320802004,1.9212025616027375,21.29833806963454
1.3032581453634084,1.9983455743736278,21.776629171608096
1.3533834586466165,2.075488587144518,22.26087879779899
1.4035087719298245,2.1526447848665966,22.75139005656192
1.4536340852130325,2.229845692317899,23.24625374651936
1.5037593984962405,2.3070465997692016,23.744543636601765
1.5538847117794485,2.384247507220504,24.246452968258616
1.6040100250626566,2.4614719619615557,24.752260652332023
1.6541353383458646,2.538734094966861,25.259497233169455
1.7042606516290726,2.615996227972166,25.77073420346069
1.7543859649122806,2.6932583609774707,26.282792731688303
1.8045112781954886,2.770523833497168,26.797956158927082
1.8546365914786966,2.8478507460442364,27.31350590415797
1.9047619047619047,2.9251776585913043,27.832104759823594
1.9548872180451127,3.002504571138372,28.350703615489216
2.0050125313283207,3.0798314836854406,28.871583147923186
2.0551378446115285,3.1571698198520557,29.393128003334425
2.1052631578947367,3.2345653092362254,29.915064006456344
2.155388471177945,3.311960798620395,30.43906811253534
2.2055137844611528,3.3893562880045645,30.96307221861433
2.2556390977443606,3.4667517773887333,31.48752186898474
2.305764411027569,3.5441472667729035,32.013502414491576
2.355889724310777,3.6215906412084826,32.539482959998416
2.406015037593985,3.699058770418239,33.06546350550525
2.4561403508771926,3.776526899627995,33.59282893401525
2.506265664160401,3.8539950288377516,34.120308533097216
2.556390977443609,3.9314631580475083,34.64778813217918
2.606516290726817,4.008931287257265,35.17546873507063
2.6566416040100247,4.086434003406041,35.70397718064186
2.706766917293233,4.163979125983862,36.23248562621309
2.756892230576441,4.241524248561683,36.760994071784324
2.807017543859649,4.319069371139504,37.28950251735555
2.8571428571428568,4.396614493717324,37.81856149604939
2.907268170426065,4.474159616295146,38.34763779754984
2.9573934837092732,4.551704738872967,38.87671409905028
3.007518796992481,4.629286211871276,39.40579040055072
3.057644110275689,4.706912999580508,39.93488581001228
3.107769423558897,4.784539787289742,40.464080513380246
3.1578947368421053,4.862166574998976,40.99327521674821
3.208020050125313,4.939793362708208,41.522469920116166
3.258145363408521,5.017420150417442,42.051664623484115
3.308270676691729,5.095046938126675,42.58085932685208
3.3583959899749374,5.172673725835909,43.10984217085962
3.408521303258145,5.250347529265113,43.63871993626369
3.458646616541353,5.328061002919091,44.167597701667766
3.508771929824561,5.405774476573069,44.696475467071835
3.5588972431077694,5.4834879502270475,45.22535323247591
3.6090225563909772,5.561201423881025,45.754230997879986
3.659147869674185,5.6389148975350025,46.282839595573314
3.7092731829573933,5.716628371188981,46.81098198598813
3.7593984962406015,5.794341844842959,47.33912437640294
3.8095238095238093,5.872055318496937,47.86726676681776
3.859649122807017,5.949826008788765,48.395409157232564
3.9097744360902253,6.027631572712095,48.923551547647385
3.9598997493734336,6.105437136635425,49.4516939380622
4.010025062656641,6.183242700558754,49.97972103711729
4.060150375939849,6.261048264482083,50.50672944974867
4.110275689223057,6.338853828405412,51.03373786238005
4.160401002506266,6.416659392328743,51.56074627501144
4.2105263157894735,6.494464956252072,52.08775468764282
4.260651629072681,6.572270520175401,52.6147631002742
4.31077694235589,6.650076084098732,53.14177151290559
4.360902255639098,6.727934979695203,53.668779925536974
4.4110275689223055,6.805838460286595,54.195788338168356
4.461152882205513,6.883741940877987,54.7217581050531
4.511278195488721,6.961645421469378,55.2472567595211
4.56140350877193,7.039548902060772,55.77275541398912
4.611528822055138,7.117452382652164,56.29825406845712
4.661654135338345,7.195355863243556,56.82375272292513
4.711779448621554,7.273259343834949,57.34925137739314
4.761904761904762,7.351162824426341,57.87475003186114
4.81203007518797,7.4290663050177335,58.40024868632915
4.8621553884711775,7.506969785609125,58.92574734079715
4.912280701754385,7.584889378348219,59.451245995265154
4.962406015037594,7.6628970673522625,59.97508390408579
5.012531328320802,7.740904756356305,60.498722787670964
5.0626566416040095,7.818912445360348,61.022361671256135
5.112781954887218,7.896920134364391,61.54600055484132
5.162907268170426,7.974927823368434,62.06963943842649
5.213032581453634,8.052935512372477,62.59327832201166
5.263157894736842,8.13094320137652,63.11691720559684
5.313283208020049,8.20895089038056,63.64055608918201
5.363408521303258,8.286958579384605,64.16419497276719
5.413533834586466,8.364966268388647,64.68783385635237
5.463659147869674,8.44297395739269,65.21147273993753
5.513784461152882,8.520981646396733,65.73417816476191
